index_file_name,reporting_entity_name,reporting_entity_type,plan_id,plan_id_type,plan_name,plan_market_type,in_network_files_description,in_network_files_location,allowed_amount_file_description,allowed_amount_file_location,last_updated_on,ProductName,CustomerName
2024-05-01_1ST-RATE-HOME-MORTGAGE-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,263171749,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:08:11.638+0000,POS,1ST-RATE-HOME-MORTGAGE-INC
2024-05-01_3POINTE-RESTAURANT-GROUP-HOLDINGS-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,811666688,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:15:47.509+0000,POS,3POINTE-RESTAURANT-GROUP-HOLDINGS-LLC
2024-05-01_2-STONE-INDUSTRIES-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,412237660,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,,,2024-05-19T08:08:59.492+0000,POS,2-STONE-INDUSTRIES-LLC
2024-05-01_ACORN-NILES-CORPORATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,391306548,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:58:07.093+0000,POS,ACORN-NILES-CORPORATION
2024-05-01_1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,810767045,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:05:05.826+0000,POS,1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN
2024-05-01_1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,431714219,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:05:05.826+0000,POS,1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN
2024-05-01_ABOVE-AND-BEYOND-COMPLETE-GROUNDS-MAINTENANCE-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,42484684,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:44:34.937+0000,EPO,ABOVE-AND-BEYOND-COMPLETE-GROUNDS-MAINTENANCE-INC
2024-05-01_ACSM-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,201323577,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Core-POS_579_in-network-rates.json.gz,,,2024-05-19T09:00:25.450+0000,POS,ACSM-INC
2024-05-01_ADVANCED-DIAGNOSTIC-PAIN-TREAT_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,61395450,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_PPO---NDC_PPO-NDC_in-network-rates.json.gz,,,2024-05-19T10:01:24.378+0000,POS,ADVANCED-DIAGNOSTIC-PAIN-TREAT
2024-05-01_1st-Priority-Realty-and-Management-Llc_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,263192039,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:08:38.677+0000,POS,1st-Priority-Realty-and-Management-Llc
2024-05-01_ACSM-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,364283453,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T09:00:25.450+0000,POS,ACSM-INC
2024-05-01_1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,873805044,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:05:05.826+0000,POS,1-PASSION-TO-CARE-LLC-WELFARE-BENEFIT-PLAN
2024-05-01_ACT-Dental-Practice-Coaching-Corporation_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,364283453,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,,,2024-05-19T09:00:34.546+0000,POS,ACT-Dental-Practice-Coaching-Corporation
2024-05-01_ACSM-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,462506171,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T09:00:25.450+0000,EPO,ACSM-INC
2024-05-01_ACCURATE-ALARM-SYSTEMS-CORP_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,223624779,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:53:29.338+0000,EPO,ACCURATE-ALARM-SYSTEMS-CORP
2024-05-01_900LBS-OF-CREATIVE-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,450501097,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:22:33.254+0000,EPO,900LBS-OF-CREATIVE-LLC
2024-05-01_ACM-ENGINEERING-AND-ENVIRONMENTAL-SERVICES-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,542126696,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:57:13.050+0000,POS,ACM-ENGINEERING-AND-ENVIRONMENTAL-SERVICES-INC
2024-05-01_ADOBE-AUTO-SALES-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,582456004,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T10:01:50.555+0000,POS,ADOBE-AUTO-SALES-INC
2024-05-01_AAA-DISTRIBUTION-SERVICES-INC_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,845080562,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:36:47.940+0000,EPO,AAA-DISTRIBUTION-SERVICES-INC
2024-05-01_02-GLOBAL-CHAUFFEURED-SERVICE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,462506171,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:04:47.851+0000,EPO,02-GLOBAL-CHAUFFEURED-SERVICE
2024-05-01_ADEPT-EQUIPMENT-SERVICES-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,272374532,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T09:54:06.845+0000,EPO,ADEPT-EQUIPMENT-SERVICES-LLC
2024-05-01_A-TEX-PEST-MANAGEMENT-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,263754776,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:32:32.941+0000,EPO,A-TEX-PEST-MANAGEMENT-INC
2024-05-01_ACADEMIC-DEVELOPMENT-INSTITUTE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,431262515,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:48:24.221+0000,POS,ACADEMIC-DEVELOPMENT-INSTITUTE
2024-05-01_ABL-Decorating-and-Remodeling_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,463055220,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:43:24.432+0000,POS,ABL-Decorating-and-Remodeling
2024-05-01_ACCELERATION-LABORATORY-SERVICES-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,823116088,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:49:53.802+0000,POS,ACCELERATION-LABORATORY-SERVICES-INC
2024-05-01_ABL-Decorating-and-Remodeling_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,271928755,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:43:24.432+0000,POS,ABL-Decorating-and-Remodeling
2024-05-01_AA-PORTER-LIGHTING-FIXTURE-CO-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,263171749,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:36:08.187+0000,POS,AA-PORTER-LIGHTING-FIXTURE-CO-INC
2024-05-01_ADVANCED-BUSINESS-SOFTWARE-CORPORATION_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,261760794,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T09:55:46.008+0000,POS,ADVANCED-BUSINESS-SOFTWARE-CORPORATION
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,274470438,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,POS,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_A-TEX-PEST-MANAGEMENT-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,273146344,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:32:32.941+0000,EPO,A-TEX-PEST-MANAGEMENT-INC
2024-05-01_3PL-WORLDWIDE-INC_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,582675177,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:15:43.332+0000,POS,3PL-WORLDWIDE-INC
2024-05-01_ACCELERATED-ANALYTICAL-LABORATORIES_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,391713308,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_NEXUSACO-OA-POS_453_in-network-rates.json.gz,,,2024-05-19T08:49:37.937+0000,POS,ACCELERATED-ANALYTICAL-LABORATORIES
2024-05-01_ADVANCED-DERMATOLOGY-LLC_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,201917468,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T10:01:46.885+0000,POS,ADVANCED-DERMATOLOGY-LLC
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,811700640,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,EPO,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_ACCUCOM-CONSULTING-INC_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,61380592,EIN,United-Healthcare-POS,group,in-network CMC Cancer shared files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_CMC_CRS_MRRF_in-network-rates.json.gz,,,2024-05-19T08:52:57.311+0000,POS,ACCUCOM-CONSULTING-INC
2024-05-01_ADEPT-EQUIPMENT-SERVICES-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,822913042,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T09:54:06.845+0000,EPO,ADEPT-EQUIPMENT-SERVICES-LLC
2024-05-01_AA-PORTER-LIGHTING-FIXTURE-CO-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,263171749,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:36:08.187+0000,POS,AA-PORTER-LIGHTING-FIXTURE-CO-INC
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,582654588,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,POS,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_ABSOLUTE-CAULKING-AND-WATERPROOFING-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,593841078,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:45:28.901+0000,POS,ABSOLUTE-CAULKING-AND-WATERPROOFING-INC
2024-05-01_ACCELERATED-ANALYTICAL-LABORATORIES_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,391768671,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:49:37.937+0000,POS,ACCELERATED-ANALYTICAL-LABORATORIES
2024-05-01_ADMINISTRATIVE-BILLING-AND_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,593382974,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T09:52:58.434+0000,EPO,ADMINISTRATIVE-BILLING-AND
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,271486325,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,POS,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_02-GLOBAL-CHAUFFEURED-SERVICE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,42484684,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-EPO_561_in-network-rates.json.gz,,,2024-05-19T08:04:47.851+0000,EPO,02-GLOBAL-CHAUFFEURED-SERVICE
2024-05-01_2M-Electrical-Representatives-Inc_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,371364923,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:11:51.158+0000,POS,2M-Electrical-Representatives-Inc
2024-05-01_ACCELERATION-LABORATORY-SERVICES-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,203455227,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:49:53.802+0000,POS,ACCELERATION-LABORATORY-SERVICES-INC
2024-05-01_24-7-PRO-LOCKSMITH-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,450501097,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:10:18.493+0000,EPO,24-7-PRO-LOCKSMITH-LLC
2024-05-01_ACADEMIC-DEVELOPMENT-INSTITUTE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,582393190,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,,,2024-05-19T08:48:24.221+0000,POS,ACADEMIC-DEVELOPMENT-INSTITUTE
2024-05-01_A-TEX-PEST-MANAGEMENT-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,461321243,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:32:32.941+0000,EPO,A-TEX-PEST-MANAGEMENT-INC
2024-05-01_ADMINISTRATIVE-BILLING-AND_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,371362526,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Choice-Plus-POS_8_in-network-rates.json.gz,,,2024-05-19T09:52:58.434+0000,POS,ADMINISTRATIVE-BILLING-AND
2024-05-01_02-GLOBAL-CHAUFFEURED-SERVICE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,42484684,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:04:47.851+0000,EPO,02-GLOBAL-CHAUFFEURED-SERVICE
2024-05-01_24-7-PRO-LOCKSMITH-LLC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,581727638,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:10:18.493+0000,POS,24-7-PRO-LOCKSMITH-LLC
2024-05-01_ACOUSTIC-DESIGNS-INC_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,454241620,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:58:15.808+0000,EPO,ACOUSTIC-DESIGNS-INC
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,582654588,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,POS,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_ADVANCED-DOCUMENT-SOLUTIONS_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,203002765,EIN,United-Healthcare-EPO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T09:52:16.315+0000,EPO,ADVANCED-DOCUMENT-SOLUTIONS
2024-05-01_A-and-B-Ingredients-INC_index.json,Oxford-Health-Plans-LLC,Third-Party Administrator,134104301,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_Oxford-Health-Plans-LLC_Third-Party-Administrator_OHPH-Acupuncture-Massage-Naturopath_31_in-network-rates.json.gz,,,2024-05-19T08:33:30.081+0000,POS,A-and-B-Ingredients-INC
2024-05-01_02-GLOBAL-CHAUFFEURED-SERVICE_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,383863317,EIN,UHC-EPO-Gated-INN-Only---ASO,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-Chiro_28_in-network-rates.json.gz,,,2024-05-19T08:04:47.851+0000,EPO,02-GLOBAL-CHAUFFEURED-SERVICE
2024-05-01_ABL-Decorating-and-Remodeling_index.json,United-HealthCare-Services-Inc,Third-Party Administrator,463055220,EIN,United-Healthcare-POS,group,in-network files,https://transparency-in-coverage.uhc.com/api/v1/uhc/blobs/download?fd=2024-05-01&fn=2024-05-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_OHPH-ST_30_in-network-rates.json.gz,,,2024-05-19T08:43:24.432+0000,POS,ABL-Decorating-and-Remodeling
